,COUNTRYNAME,YEAR,"Agriculture, forestry, and fishing, value added (% of GDP)",GDP (current US$),"Industry (including construction), value added (% of GDP)","Inflation, GDP deflator (annual %)","Population, total","Services, value added (% of GDP)","Stocks traded, total value (% of GDP)",Tax revenue (% of GDP),Trade (% of GDP),"Agriculture, forestry, and fishing, value added (% of GDP)(current US$)","Industry (including construction), value added (% of GDP)(current US$)","Services, value added (% of GDP)(current US$)","Stocks traded, total value (% of GDP)(current US$)",Tax revenue (% of GDP)(current US$),Trade (% of GDP)(current US$),GDP per Capita,GDP Growth
106,Denmark,2006,1.146808717,283386000000.0,22.6855311,2.088551622,5437272.0,61.13929575,,31.89289097,97.42986077,324989535075.762,6428761916304.6,17326020465409.5,,9037998800424.42,27610258524167.223,52119.150927156115,6.877616443522538
107,Denmark,2007,1.17038367,320213000000.0,22.05830805,2.424813538,5461438.0,61.66477854,,35.14183977,100.0476746,374772066121.71,7063356995614.65,19745863730629.02,,11252873938271.01,32036566026689.797,58631.627787406906,12.99534909981439
108,Denmark,2008,0.84168285,354979000000.0,22.60899436,4.254258831,5493621.0,62.44139761,,33.42277906,104.4703102,298779736410.14996,8025718208918.44,22165384882200.19,,11864384687939.742,37084766244485.8,64616.57984779074,10.857148210722233
109,Denmark,2009,0.806945931,322619000000.0,19.84596017,0.571749175,5523095.0,65.64861448,,32.97678129,89.39485666,260336089313.289,6402683824085.23,21179490354923.12,,10638936202998.51,28840479260792.54,58412.7196798172,-9.116032215990245
110,Denmark,2010,1.188439349,322346000000.0,19.36793546,3.186859793,5547683.0,65.77849289,,32.76371433,94.38772823,383088670392.754,6243176523789.16,21203434069119.938,,10561252259418.18,30425506644027.58,58104.61772959991,-0.08461993868928985
111,Denmark,2011,1.268328074,344316000000.0,19.84592379,0.646380343,5570572.0,65.16524866,,32.8089691,102.0129305,436705649127.38403,6833269095677.641,22437437757616.562,,11296653004635.6,35124684178038.0,61809.81055446371,6.815657709417833
112,Denmark,2012,1.617582199,326793000000.0,19.85064215,2.407842611,5591572.0,64.86751199,,33.51467416,104.3622805,528614539557.807,6487050900124.949,21198248845748.07,,10952360912768.879,34104862731436.5,58443.850852676136,-5.089220367336978
113,Denmark,2013,1.256640415,344631000000.0,19.73435986,0.84691126,5614932.0,65.5690146,,33.79614269,103.6128132,433077242861.865,6801072172911.66,22597115070612.6,,11647198451397.39,35708187425929.2,61377.591037611855,5.458501253086823
114,Denmark,2014,1.353427202,352833000000.0,19.40444793,1.018706487,5643475.0,65.9892898,,36.58507238,103.2108592,477533779963.266,6846529576485.69,23283199088003.4,,12908420843052.54,36416197084113.6,62520.52148720425,2.3799368019707945
115,Denmark,2015,0.908318061,301759000000.0,19.56444285,0.409102919,5683483.0,66.26812364,,34.15604274,105.1303625,274093149769.299,5903746709973.149,19997002721482.758,,10306893301179.658,31724033057637.5,53094.027025329364,-14.475403377801966
116,Denmark,2016,0.928797805,312182000000.0,20.23196293,0.426512936,5728010.0,65.58165727,,33.49032674,101.4527838,289953956360.51,6316054651413.261,20473412929863.137,,10455077182346.68,31671732952251.6,54500.952337722876,3.454080905623358
117,Denmark,2017,1.259858067,331611000000.0,20.42362523,1.100618748,5764980.0,65.26513055,,33.27970952,104.2156769,417782793455.93695,6772698786145.529,21642635206816.047,,11035917753636.719,34559064832485.902,57521.62193103879,6.223613148740159
118,Denmark,2018,0.997044887,355293000000.0,20.57556363,0.5930222,5793636.0,65.15698087,,32.38392367,108.8139855,354243069036.891,7310353728793.591,23149819204244.91,,11505781392485.31,38660847350251.5,61324.701793485125,7.141500131177803
119,Denmark,2019,1.241227412,345401000000.0,20.64022005,0.950878607,5814422.0,65.15634999,,34.97739054,111.8914751,428721189332.212,7129152645490.05,22505068442895.99,,12081225669906.541,38647427391015.1,59404.184973158124,-2.784180943615555
120,Denmark,2020,1.337520087,355631000000.0,19.55505441,2.826921685,5831404.0,65.98643867,,34.47093025,104.4334327,475663606059.897,6954383554882.71,23466823170650.77,,12258931395737.75,37139766104533.695,60985.48479920102,2.961774864577693
121,Denmark,2021,0.989499886,408378000000.0,19.79677157,2.768919156,5856733.0,66.39929922,,35.00401229,111.4140437,404089984444.908,8084565980213.46,27116013016865.16,,14294868530965.62,45499044338118.59,69727.95242671981,14.83194659633158
122,Denmark,2022,0.789585487,401946000000.0,20.83551839,9.09696557,5903037.0,66.5445138,,30.66927192,131.5431511,317370728157.70197,8374753274786.94,26747301143854.8,,12327391171156.32,52873243412040.59,68091.39092301132,-1.5750113865095616
123,Denmark,2023,0.756712777,407092000000.0,23.48856529,-3.788917999,5946952.0,64.42478499,,31.40416907,127.7685675,308051717814.484,9562007021036.68,26226814571149.082,,12784385995044.44,52013561680710.0,68453.89032902906,1.2802714792534253
124,Denmark,2024,0.742434189,429457000000.0,23.99348999,1.823881988,5976992.0,64.03886829,,,128.6430015,318843559505.373,10304172230635.43,27501940259218.527,,,55246637495185.5,71851.693962448,5.4938441433386
125,Finland,2000,2.954848738,125968000000.0,31.60295045,1.637392433,5176209.0,52.93285235,167.2332094,24.25028962,74.92557887,372216385828.384,3980960462285.6,6667845544824.8,21066032921699.2,3054760482852.16,9438225319096.16,24335.957068194115,-70.6680761985484
126,Finland,2001,2.764620055,129520000000.0,30.9494997,3.304631084,5188008.0,54.30493801,138.2147021,21.89222269,70.28413766,358073589523.6,4008579201144.0,7033575571055.2,17901568215992.0,2835480682808.8003,9103201509723.2,24965.266052018425,2.819763749523685
127,Finland,2002,2.673133926,140361000000.0,30.1192401,0.943133244,5200598.0,54.90097009,102.4382607,22.47440043,69.32093775,375203750987.286,4227566659676.1,7705955062802.49,14378336710112.7,3154529318755.23,9729956143527.75,26989.396219434766,8.370135886349605
128,Finland,2003,2.536351293,171613000000.0,29.53583717,0.189982954,5213014.0,55.18936947,82.93300606,22.06322422,68.07150296,435270854445.609,5068733624255.21,9471213262855.111,14232381968974.78,3786336098066.86,11681954837474.48,32920.11109120367,22.265444104843944
129,Finland,2004,2.379977448,197458000000.0,29.37615361,0.602239791,5228172.0,55.81796763,95.59450388,21.81478005,70.9678029,469945586927.184,5800556539523.38,11021704252284.54,18875899547137.04,4307502839112.9,14013160425028.2,37768.07649021494,15.06004789846922
130,Finland,2005,2.278551735,204859000000.0,29.25558403,0.929374288,5246096.0,55.854882,,21.7956348,76.58897404,466781829880.36505,5993269688801.7705,11442375271638.0,,4465031949493.199,15689940632860.36,39049.800079907036,3.748138844716342
131,Finland,2006,2.001608229,217044000000.0,30.24742423,0.920180214,5266268.0,54.94356737,,21.42472854,82.00056693,434437056455.076,6565021944576.12,11925171636254.28,,4650108781235.76,17797731048754.92,41214.005819681035,5.947993497966886
132,Finland,2007,2.380532345,256360000000.0,30.67214088,2.754398245,5288720.0,54.68916224,,21.06661535,82.86316082,610273271964.2001,7863110035996.8,14020113631846.4,,5400637511126.0,21242799907815.2,48472.976447987414,18.114299404728996
133,Finland,2008,2.205371346,285699000000.0,29.56505176,3.037586416,5313399.0,56.22204033,,20.49234761,86.18965988,630072388180.854,8446705722780.24,16062580700240.67,,5854643219829.39,24624299638056.117,53769.536223423085,11.444453112810105
134,Finland,2009,2.253831128,253481000000.0,25.66209041,1.775225619,5338871.0,59.60381875,,18.88408947,70.12793353,571303368156.568,6504852339217.21,15108435580568.75,,4786757882945.069,17776098719117.934,47478.39009408544,-11.276903314327313
135,Finland,2010,2.366766411,249430000000.0,26.18537633,0.348872946,5363352.0,58.96772205,,18.60088123,75.46120852,590342545895.73,6531418417991.9,14708318910931.5,,4639617805198.899,18822289241143.6,46506.36393061653,-1.5981473956627967
136,Finland,2011,2.258986618,275127000000.0,25.03908325,2.6009284,5388272.0,59.33722901,,20.05261693,78.71594445,621508211250.486,6888927857322.75,16325273805834.27,,5517016338100.109,21656881648695.15,51060.33993829562,10.302289219420269
137,Finland,2012,2.188363992,257443000000.0,23.35885177,2.945346023,5413971.0,60.79160387,,20.20181856,79.43037659,563378991192.456,6013572876224.11,15650372875104.41,,5200816775542.08,20448794440459.367,47551.60306547634,-6.42757708258368
138,Finland,2013,2.211826219,270268000000.0,23.29813216,2.56139416,5438972.0,60.56502061,,20.72708689,77.48517177,597785848556.692,6296739582618.881,16368786990223.479,,5601868319586.52,20941762403934.36,49691.00778603015,4.981685266253111
139,Finland,2014,2.217580336,273479000000.0,23.06186393,1.644670516,5461512.0,60.88217435,,20.73595492,74.62777198,606461652708.9441,6306935485712.471,16649996159063.65,,5670848215566.681,20409128453318.42,50073.86232969917,1.1880799798718256
140,Finland,2015,2.060497069,233211000000.0,23.30393164,1.632702379,5479531.0,60.94047347,,20.58689198,71.96182538,480530581958.559,5434733201696.04,14211988758412.17,,4801089665547.78,16782289258695.178,42560.394311118966,-14.724348121793629
141,Finland,2016,2.089775029,238778000000.0,23.47659202,0.055195398,5495303.0,60.46904046,,20.98721937,71.72221012,498992301874.562,5605693689351.56,14438676542957.88,,5011286266729.859,17125685888033.36,43451.28921917499,2.387108669831184
142,Finland,2017,2.068035566,253846000000.0,24.47064164,0.836045933,5508214.0,59.84664406,,20.88106237,75.93878223,524962556286.83594,6211774497747.44,15191831208054.76,,5300574158375.02,19276756113956.582,46084.99234052998,6.310464113109249
143,Finland,2018,2.114227809,273869000000.0,24.110735,1.987059012,5515525.0,59.90987689,,20.96418792,79.14361484,579021455823.021,6603182883715.0,16407458073987.41,,5741441181462.48,21674982652615.96,49654.20336232725,7.8878532653656075
144,Finland,2019,2.189771841,267015000000.0,24.14660529,1.481859036,5521606.0,60.00930747,,20.78459487,80.56415029,584701928124.6151,6447505811509.35,16023385234102.05,,5549798599213.05,21511836589684.35,48358.21317203726,-2.5026563795099155
145,Finland,2020,2.24039393,270000000000.0,24.22722062,1.638415969,5529543.0,60.04602622,,20.00575328,72.1845956,604906361100.0,6541349567400.0,16212427079400.0,,5401553385600.0,19489840812000.0,48828.62833329988,1.1179147238919107
146,Finland,2021,2.159074464,294223000000.0,24.232606,2.492842025,5541017.0,60.15902623,,20.82978244,79.78927819,635249366021.472,7129790035138.0,17700169174469.29,,6128601078844.12,23475840796896.37,53099.097151299124,8.97148148148148
147,Finland,2022,2.241343679,280253000000.0,25.18082928,6.172780757,5556106.0,59.42810979,,21.19939129,94.56253405,628143290070.787,7057002948207.84,16654906052976.871,,5941193007196.37,26501433855114.65,50440.54235106386,-4.748099230855507
148,Finland,2023,2.305870622,294951000000.0,23.48248785,3.477437486,5583911.0,61.79000081,,25.38180672,85.87736727,680118845829.522,6926183273845.35,18225022528910.312,,7486389273870.72,25329615353653.77,52821.57971357351,5.244546891558688
149,Finland,2024,2.4637655,299836000000.0,22.12984856,1.708638402,5637214.0,62.93052723,,,82.45762865,738725592458.0,6635325272836.16,18868837562534.28,,,24723765543901.402,53188.68504903308,1.6562073022298618
150,France,2000,1.984496551,1360960000000.0,21.12868305,1.417573338,60918661.0,66.41778824,79.37794782,23.53060259,57.78604703,2700820426048.96,28755292483728.0,90391953083110.39,108030211865107.2,32024208900886.402,78644498565948.8,22340.609226456898,353.90146613482034
151,France,2001,2.002260157,1370380000000.0,20.76402473,1.902397975,61364377.0,67.02152168,71.57801182,23.56325449,56.89323286,2743857273949.6597,28454604209497.4,91844952879838.4,98089075837891.6,32290612688006.2,77965348446686.8,22331.848981372368,0.6921584763696309
152,France,2002,1.903783897,1492430000000.0,20.36410754,2.064277923,61812142.0,67.5410421,69.18559747,22.76412467,55.13252485,2841264201399.71,30392005015922.2,100800277461303.0,103254661232152.11,33973862581248.1,82281434061885.5,24144.60899931279,8.906288766619475
153,France,2003,1.745606643,1835100000000.0,19.92327867,1.801379448,62249855.0,68.18904468,60.107044,22.29353057,52.59888229,3203362750569.3,36561208687317.0,125133715892267.98,110302436444400.0,40910857949007.0,96524208890379.0,29479.586739599636,22.960540862888035
154,France,2004,1.720185575,2109790000000.0,19.66869203,1.63363931,62707588.0,68.34068379,62.74244302,22.32232069,53.74976483,3629230324279.25,41496809757973.695,144184491253304.1,132373378859165.81,47095408968555.1,113400716340685.69,33644.89158792075,14.968666557680788
155,France,2005,1.582704032,2192150000000.0,19.35523085,1.962103363,63180854.0,68.71160752,58.00046558,22.40586904,55.82283612,3469524643748.8003,42429569307827.5,150626150424968.0,127145720621197.0,49117025816036.0,122372030200458.0,34696.42876305534,3.903706056052969
156,France,2006,1.427064094,2317860000000.0,19.01889188,1.997379531,63622342.0,68.90514451,86.95848527,22.66039473,57.86927753,3307734780918.84,44083128732976.805,159712478253948.6,201557594667922.2,52523622528877.8,134132883615685.8,36431.541611592984,5.7345528362566345
157,France,2007,1.516727358,2655820000000.0,18.89889463,2.385030203,64016890.0,69.17523064,109.0347116,22.21920976,58.15256113,4028154851923.56,50192062336246.6,183716961038324.78,289576567761512.0,59010221664803.195,154442734900276.6,41486.239022233036,14.580690809626118
158,France,2008,1.420306747,2926800000000.0,18.6335204,2.300799188,64375116.0,69.7683271,82.20493344,22.08918423,59.17979284,4156953787119.5996,54536587506719.99,204197939756279.97,240597399192192.0,64650624404364.0,173207417684112.0,45464.77244406053,10.203251726397111
159,France,2009,1.232415775,2700080000000.0,18.01982416,0.105961139,64706436.0,70.81579874,47.5582771,20.74681061,52.1991123,3327621185762.0,48654966817932.8,191208321861899.22,128411152832168.0,56018048391848.805,140941779138984.0,41728.15204966628,-7.746344130107962
160,France,2010,1.500880403,2646230000000.0,17.5945885,1.089446424,65026211.0,70.71065112,51.02257837,21.98602648,56.58755525,3971674748830.69,46559327926355.0,187116646313277.6,135017477560045.1,58180082852170.4,149743686329207.5,40694.820739286195,-1.994385351545136
161,France,2011,1.551372762,2870410000000.0,17.68000487,0.851478363,65340830.0,70.27665028,46.33335586,21.82602512,60.60563548,4453075889772.42,50748862778896.7,201722799730214.78,132995727994102.6,62649640764699.2,173963022138146.78,43929.8062176437,8.471674797731122
162,France,2012,1.525944689,2683010000000.0,17.46843477,1.082046901,65657659.0,70.39548257,40.04749565,22.60897414,61.65895708,4094124860033.8896,46867985172257.695,188871783690135.7,107447831303906.5,60660103707361.4,165431598435210.8,40863.6256738913,-6.528684055587874
163,France,2013,1.361401379,2816080000000.0,17.56999392,0.747875807,65997932.0,70.40967115,39.25733286,23.20410117,61.81923387,3833815195374.32,49478508478233.6,198279266732091.97,110551789920388.8,65344605222813.6,174087908116629.6,42669.21575663916,4.959728066611757
164,France,2014,1.461546001,2861240000000.0,17.34161953,0.570795054,66312067.0,70.42824387,40.84311794,23.15565935,62.19926694,4181833879901.24,49618535464017.195,201512108490598.8,116861962774645.6,66253898758594.0,177967030539405.6,43148.10455237355,1.6036476236470643
165,France,2015,1.50360116,2442480000000.0,17.23644155,1.13444009,66548272.0,70.30901131,54.38579772,23.29741198,63.5046872,3672515761276.8003,42099663757044.0,171728353944448.8,132836223215145.6,56903462812910.4,155108928392256.0,36702.38049156257,-14.635612531629638
166,France,2016,1.337984726,2470410000000.0,16.94335724,0.517258232,66724104.0,70.60299508,,23.14632834,63.34275644,3305370846957.6597,41857039159268.41,174418345075582.8,,57180920994419.4,156482578936940.4,37024.2513859759,1.1435098752088146
167,France,2017,1.434960065,2588870000000.0,16.74830326,0.586343158,66918020.0,70.3851824,,23.78633496,65.39584816,3714925063476.5503,43359179860716.2,182218087159888.0,,61579728987895.2,169301349425979.2,38687.18769622891,4.795155460024847
168,France,2018,1.531101705,2781580000000.0,16.72528326,1.114593313,67158348.0,70.13670251,,24.30986428,66.80226078,4258881880593.9,46522713410350.805,195090848967765.8,,67619832283962.4,185815832540432.4,41418.231431184104,7.443788216480551
169,France,2019,1.408284855,2722790000000.0,16.90700396,1.210523083,67382061.0,70.11016086,,24.6605264,66.42897717,3834463920345.45,46034221312248.4,190895244887999.38,,67145434676655.99,180872154748704.28,40408.232689706536,-2.1135469768980175
170,France,2020,1.460434266,2647930000000.0,16.27265121,2.977978682,67601110.0,70.97701732,,24.78880644,58.83889072,3867127705969.38,43088841318495.3,187942173472147.6,,65639024236669.195,155801263904209.6,39169.91895547277,-2.7493857403619093
171,France,2021,1.463345415,2966430000000.0,16.08772896,1.221816141,67842811.0,70.67357261,,23.97944454,63.78848263,4340911739418.45,47723121818812.8,209648205997482.28,,71133343666792.2,189224068528110.9,43725.04553209035,12.028263587028354
172,France,2022,1.763097195,2796300000000.0,16.19809184,3.22063217,68065015.0,71.33786743,,24.53424768,75.79014361,4930148686378.5,45294724212192.0,199482078694509.0,,68605116787584.0,211931978576643.0,41082.77945725862,-5.735176626449978
